NO;OSM Feature Class;OSM MCE FieldName;OSM  Attribute Value;OSM Attribute definition;Mapping Description;DGIF Feature Alpha;DGIF Feature 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;
1082;shop_Point;shop;bakery ;Shop focused on selling bread ;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1083;shop_Point;shop;beverages ;Shop focused on selling alcoholic and non-alcoholic beverages;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1084;shop_Point;shop;brewing_supplies ;Shop focused on selling supplies for home brewing of beer, wine and spirits (where permitted).;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1085;shop_Point;shop;butcher  ;Shop focused on selling meat ;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1086;shop_Point;shop;cheese;Shop focused on selling cheese;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1087;shop_Point;shop;chocolate  ;Shop focused on selling chocolate;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1088;shop_Point;shop;coffee  ;Shop focused on selling coffee;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1089;shop_Point;shop;confectionery ;Shop focused on selling sweets or candy;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1090;shop_Point;shop;convenience;A small local shop carrying a small subset of the items you would find in a supermarket;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1091;shop_Point;shop;deli;Shop focused on selling delicatessen (fine foods, gourmet foods), possibly also fine wine. Not to be confused with the US delis.;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1092;shop_Point;shop;dairy;Shop focused on selling dairy products;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1093;shop_Point;shop;farm;Shop or roadside stand focused on selling freshly harvested farm produce;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1094;shop_Point;shop;greengrocer ;Shop focused on selling vegetables and fruits.;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1095;shop_Point;shop;pasta;Shop focused on selling (fresh) pasta, ravioli, etc. ;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1096;shop_Point;shop;pastry;Shop focused on selling baked sweets like cakes, biscuits, strudel and pies;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1097;shop_Point;shop;seafood;Shop focused on selling fish/seafood ;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1098;shop_Point;shop;tea;Shop focused on selling tea ;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1099;shop_Point;shop;wine;Shop focused on selling wine;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
1100;shop_Point;shop;department_store ;A single large store  often multiple storeys high  selling a large variety of goods ;Generalization;Building;AL013;featureFunction;FFN;nonSpecializedStore;465;;;;;
1101;shop_Point;shop;general;A store that carries a general line of merchandise;Generalization;Building;AL013;featureFunction;FFN;nonSpecializedStore;465;;;;;
1102;shop_Point;shop;kiosk;A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps.;Generalization;Building;AL013;featureFunction;FFN;nonSpecializedStore;465;;;;;
1103;shop_Point;shop;mall;A shopping mall  multiple stores under one roof (also known as a shopping centre);Generalization;Building;AL013;featureFunction;FFN;nonSpecializedStore;465;;;;;
1104;shop_Point;shop;supermarket ;Supermarket  a large store with groceries and other items;Generalization;Building;AL013;featureFunction;FFN;nonSpecializedStore;465;;;;;
1105;shop_Point;shop;baby_goods  ;Shop focused on selling objects for babies (clothes, prams, cots, toys). ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1106;shop_Point;shop;bag;Shop focused on selling bags ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1107;shop_Point;shop;boutique ;A small shopping outlet, especially one that specializes in elite and fashionable items;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1108;shop_Point;shop;clothes  ;Shop focused on selling clothes (other related value in use is fashion) ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1109;shop_Point;shop;fabric;Shop focused on selling fabric and other materials for the purpose of making clothes and other products, eg dress making. ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1110;shop_Point;shop;fashion;Shop focused on selling fashion;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1111;shop_Point;shop;jewelry  ;Jewellers shops. ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1112;shop_Point;shop;leather  ;Shop focused on selling products made out of leather;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1113;shop_Point;shop;shoes;Shop focused on selling shoes;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1114;shop_Point;shop;tailor;Use craft=tailor instead;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1115;shop_Point;shop;watches;Shop focused on selling watches;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1116;shop_Point;shop;charity ;A charity shop is a shop operated by a charity, for the purposes of fundraising;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1117;shop_Point;shop;second_hand ;A shop buying and selling used clothes and other things;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1118;shop_Point;shop;variety_store ;A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store;Generalization;Building;AL013;featureFunction;FFN;nonSpecializedStore;465;;;;;
1119;shop_Point;shop;beauty;A non-hairdresser beauty shop, spa, nail salon, etc ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1120;shop_Point;shop;chemist;Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products (for a shop that potentially dispenses prescription drugs, cf. pharmacy;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1121;shop_Point;shop;cosmetics;Shop focused on selling cosmetics;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1122;shop_Point;shop;erotic;Shop focused on selling erotic toys, -clothes or other erotic stuff;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1123;shop_Point;shop;hairdresser  ;Here you can get your hair cut, coloured, ;Generalization;Building;AL013;featureFunction;FFN;beautyTreatment;962;;;;;
1124;shop_Point;shop;hearing_aids ;Shop focused on selling hearing aids devices ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1125;shop_Point;shop;herbalist  ;Shop focused on selling herbs, often for medical purposes.;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1126;shop_Point;shop;massage;A massage shop ;Generalization;Building;AL013;featureFunction;FFN;beautyTreatment;962;;;;;
1127;shop_Point;shop;medical_supply ;Shop focused on selling medical supplies ;OK;Building;AL013;featureFunction;FFN;pharmacy;477;;;;;
1128;shop_Point;shop;nutrition_supplements;Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs);Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1129;shop_Point;shop;optician ;Shop focused on selling eyeglasses, contact lenses (may also check your eyes). ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1130;shop_Point;shop;perfumery  ;Shop focused on selling perfumery  ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1131;shop_Point;shop;tattoo ;A tattoo parlour. ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1132;shop_Point;shop;bathroom_furnishing;Shop focused on selling bathroom furniture and accessories;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1133;shop_Point;shop;doityourself  ;Shop focused on selling tools and supplies to do-it-yourself householders, gardening,  ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1134;shop_Point;shop;electrical ;Shop focused on selling electrical supplies and devices ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1135;shop_Point;shop;energy;Shop focused on selling energy ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1136;shop_Point;shop;fireplace ;Shop focused on selling wood fireplaces.;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1137;shop_Point;shop;florist;Shop focused on selling bouquets of flowers ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1138;shop_Point;shop;garden_centre ;Shop focused on selling potted flowers, maybe even trees ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1139;shop_Point;shop;garden_furniture ;Shop focused on selling garden furniture (sheds, outdoor tables, gates, fences, ...). ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1140;shop_Point;shop;gas;Shop focused on selling technical gas, such as argon, oxygen, acetylene, nitrogen, carbon dioxide, etc. in pressurized containers;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1141;shop_Point;shop;glaziery ;Shop focused on selling and installing glazing for windows and doors;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1142;shop_Point;shop;hardware  ;Shop focused on selling building supplies including screws, bolts & paints, ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1143;shop_Point;shop;houseware ;Shop focused on selling crockery, cutlery, kitchenware, small household appliances. ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1144;shop_Point;shop;locksmith ;Shop focused on selling keys;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1145;shop_Point;shop;paint;Shop focused on selling paints ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1146;shop_Point;shop;trade;Shop focused on selling one or more building supplies such as timber/wood, cement etc.;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1147;shop_Point;shop;antiques ;Shop focused on selling antiques. ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1148;shop_Point;shop;bed;Shop focused on selling mattresses and other bedding products;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1149;shop_Point;shop;candles ;Shop focused on selling candles and candle accessories (holders, etc) ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1150;shop_Point;shop;carpet;Shop focused on selling carpets;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1151;shop_Point;shop;curtain;Shop focused on selling curtains or drapes ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
1152;shop_Point;shop;furniture ;Shop focused on selling furniture, might range from small decorational items to a whole flat interior ;Generalization;Building;AL013;featureFunction;FFN;specializedStore;464;;;;;
